assemble_cvd D 09-05 21:19:26  2941  2941 assemble_cvd.cc:92] Could not locate fetcher config file.
assemble_cvd I 09-05 21:19:26  2941  2941 config_flag.cpp:184] Reading --config option from: /home/zhen01liu/cf/img/android-info.txt
assemble_cvd I 09-05 21:19:26  2941  2941 config_flag.cpp:148] Launching CVD using --config='phone'.
assemble_cvd D 09-05 21:19:26  2941  2941 subprocess.cpp:473] Started (pid: 2942): /home/zhen01liu/cf/img/bin/extract-ikconfig
assemble_cvd D 09-05 21:19:26  2941  2941 subprocess.cpp:475] /home/zhen01liu/cf/img/boot.img
assemble_cvd D 09-05 21:19:29  2941  2941 subprocess.cpp:473] Started (pid: 3031): /home/zhen01liu/cf/img/bin/avbtool
assemble_cvd D 09-05 21:19:29  2941  2941 subprocess.cpp:475] info_image
assemble_cvd D 09-05 21:19:29  2941  2941 subprocess.cpp:475] --image
assemble_cvd D 09-05 21:19:29  2941  2941 subprocess.cpp:475] /home/zhen01liu/cf/img/boot.img
assemble_cvd D 09-05 21:19:33  2941  2941 subprocess.cpp:473] Started (pid: 3051): /usr/lib/cuttlefish-common/bin/capability_query.py
assemble_cvd D 09-05 21:19:33  2941  2941 subprocess.cpp:475] qemu_cli
assemble_cvd D 09-05 21:19:33  2941  2941 flags.cc:1279] rootcanal_instance_num: 0
assemble_cvd D 09-05 21:19:33  2941  2941 flags.cc:1280] launch rootcanal: 1
assemble_cvd D 09-05 21:19:33  2941  2941 flags.cc:1289] casimir_instance_num: 0
assemble_cvd D 09-05 21:19:33  2941  2941 flags.cc:1290] launch casimir: 1
assemble_cvd D 09-05 21:19:33  2941  2941 flags.cc:1294] netsim_instance_num: 0
assemble_cvd D 09-05 21:19:33  2941  2941 flags.cc:1321] launch pica: 1
assemble_cvd D 09-05 21:19:33  2941  2941 flags.cc:1333] launch vhal proxy server: 0
assemble_cvd D 09-05 21:19:33  2941  2941 subprocess.cpp:473] Started (pid: 3053): /home/zhen01liu/cf/img/bin/x86_64-linux-gnu/gfxstream_graphics_detector
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510] Host Graphics Availability:vulkan {
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]   physical_devices {
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     name: "Intel(R) HD Graphics 5500 (BDW GT2)"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_8bit_storage"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_16bit_storage"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_bind_memory2"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_buffer_device_address"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_copy_commands2"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_create_renderpass2"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_dedicated_allocation"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_deferred_host_operations"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_depth_stencil_resolve"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_descriptor_update_template"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_device_group"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_draw_indirect_count"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_driver_properties"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_dynamic_rendering"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_external_fence"
assemble_cvd D 09-05 21:19:46  2941  2941 graphics_flags.cc:510]     extensions: "VK_KHR_external_fence_fd"
